Keyword,Search Volume (US),CPC (US),Categories,Commercial Potential,Filtering
trigger finger treatment,18100,$0.07,Health_&_Wellness,1267.0000000000002,PASSED
interstate battery prices,3600,$0.35,Vehicles_&_Transportation,1260,PASSED
womens safety boots,1000,$1.26,Clothing_&_Shoes,1260,PASSED
kubota prices tractors,3600,$0.35,Vehicles_&_Transportation,1260,PASSED
blue nun wine,3600,$0.35,Food_&_Drinks,1260,PASSED
silver evening bag,3600,$0.35,Clothing_&_Shoes,1260,PASSED
whirlpool gas ranges,3600,$0.35,Kitchen_&_Housewares,1260,PASSED
sympathy bouquet,880,$1.43,Beauty_&_Fragrance,1258.4,PASSED
scottish tartans,3700,$0.34,Reference,1258,PASSED
lawn tractor batteries,6600,$0.19,Home_Improvement,1254,PASSED
fiestaware factory outlet,6600,$0.19,Home_Clothing_&_Accessories,1254,PASSED
used billiard tables sale,6600,$0.19,Home_Improvement,1254,PASSED
rescue border collie,6600,$0.19,Animals,1254,PASSED
birthday boxed cards,1900,$0.66,Arts_&_Entertainment,1254,PASSED
pop up books,6600,$0.19,Books_&_Literature,1254,PASSED
model ships,6600,$0.19,Hobbies & Recreation,1254,PASSED
baseball scoreboards,480,$2.61,Electronics,1252.8,PASSED
grizzly milling machine,1600,$0.78,Tools_&_Hardware,1248,PASSED
vacuum cups,1300,$0.96,Housewares,1248,PASSED
used dishwasher,2400,$0.52,Home_Kitchen Appliances,1248,PASSED
ebook covers,720,$1.73,Books_&_Literature,1245.6,PASSED
inflatable tube man,5400,$0.23,Toys,1242,PASSED
wen shampoo,5400,$0.23,Beauty_&_Fragrance,1242,PASSED
robotic kit,5400,$0.23,Electronics,1242,PASSED
suncast deck boxes,5400,$0.23,Home_Improvement,1242,PASSED
wedding aisle runners,5400,$0.23,Home_Furnishings,1242,PASSED
john deere pallet forks,1000,$1.24,Tools_&_Hardware,1240,PASSED
foot prosthetic,1300,$0.95,Health_&_Wellness,1235,PASSED
newborn photography props,4400,$0.28,Arts_&_Entertainment,1232.0000000000002,PASSED
mini christmas ornaments,4400,$0.28,Christmas_&_Holiday,1232.0000000000002,PASSED
candy molds,4400,$0.28,Kitchen_&_Housewares,1232.0000000000002,PASSED
parts for ceiling fans,4400,$0.28,Home_Improvement,1232.0000000000002,PASSED
hard drive for xbox 360,4400,$0.28,Computers_&_Computing,1232.0000000000002,PASSED
differential rear end,1600,$0.77,Vehicles_&_Transportation,1232,PASSED
tea bag holder,3600,$0.34,Home_Kitchenware,1224,PASSED
bissell cleaning solution,2400,$0.51,Home_Furnishings,1224,PASSED
parker filter,880,$1.39,Clothing_&_Shoes,1223.1999999999998,PASSED
rockport dress shoes,1300,$0.94,Clothing_&_Shoes,1222,PASSED
used walk coolers,1300,$0.94,Home_Furnishings,1222,PASSED
magnetic mailbox covers,2900,$0.42,Home_Improvement,1218,PASSED
menards water heaters gas,1600,$0.76,Home_Improvement,1216,PASSED
vintage hardware,1900,$0.64,Tools_&_Hardware,1216,PASSED
avocado nutrition,40500,$0.03,Health_&_Wellness,1215,PASSED
best books for book clubs,8100,$0.15,Reference,1215,PASSED
corgi rescues,8100,$0.15,Animals,1215,PASSED
orchids care,40500,$0.03,Health_&_Wellness,1215,PASSED
hummingbird tattoos,40500,$0.03,Arts_&_Entertainment,1215,PASSED
exterior door frame,8100,$0.15,Home_Improvement,1215,PASSED
antique cars,8100,$0.15,Vehicles_&_Transportation,1215,PASSED
husky workbench,12100,$0.10,Tools_&_Hardware,1210,PASSED
springer spaniel puppies,12100,$0.10,Animals,1210,PASSED
flood barriers for homes,1000,$1.20,Home_Improvement,1200,PASSED
round bales of hay,1900,$0.63,Lawn_&_Garden,1197,PASSED
wood roof trusses,1000,$1.19,Home_Improvement,1190,PASSED
depot office,1700,$0.70,Office_Products,1190,PASSED
used camera lenses,2900,$0.41,Electronics,1189,PASSED
table bases pedestal,2900,$0.41,Home_Furnishings,1189,PASSED
rubber bumpers,2900,$0.41,Home_Furnishings,1189,PASSED
buy girl scout cookies,2900,$0.41,Food_&_Drinks,1189,PASSED
msm eye drops,2900,$0.41,Health_&_Wellness,1189,PASSED
small engine warehouse,5400,$0.22,Tools_&_Hardware,1188,PASSED
artificial outside plants,3600,$0.33,Home_Improvement,1188,PASSED
rocker bottom shoes,5400,$0.22,Clothing_&_Shoes,1188,PASSED
shabby chic bedding,6600,$0.18,Home_Furnishings,1188,PASSED
cheap mini fridges,6600,$0.18,Home_Kitchenware,1188,PASSED
table saws for sale,5400,$0.22,Home_Improvement,1188,PASSED
stair baskets,4400,$0.27,Kitchen_&_Housewares,1188,PASSED
mens field jackets,6600,$0.18,Clothing_&_Shoes,1188,PASSED
lobster tails costco,4400,$0.27,Food_&_Drinks,1188,PASSED
salsa shoes,4400,$0.27,Clothing_&_Shoes,1188,PASSED
dometic rv refrigerators,5400,$0.22,Vehicles_&_Transportation,1188,PASSED
door thresholds exterior,5400,$0.22,Home_Improvement,1188,PASSED
outdoor swing cushions,4400,$0.27,Home_Furnishings,1188,PASSED
motorcycle saddlebags,5400,$0.22,Vehicles_&_Transportation,1188,PASSED
van shelving,880,$1.35,Home_Improvement,1188,PASSED
tony little pillow,1300,$0.91,Home_Furnishings,1183,PASSED
bulk motor oil,720,$1.64,Vehicles_&_Transportation,1180.8,PASSED
hibiscus varieties,2400,$0.49,Home_Furnishings,1176,PASSED
telescope furniture,2400,$0.49,Home_Furnishings,1176,PASSED
beginner sewing classes,2400,$0.49,Home_Improvement,1176,PASSED
leather furniture repair,2400,$0.49,Home_Improvement,1176,PASSED
hollywood suit outlet,1300,$0.90,Clothing_&_Shoes,1170,PASSED
backyard buddy lifts,1300,$0.89,Home_Improvement,1157,PASSED
seadoo parts,2400,$0.48,Vehicles_&_Transportation,1152,PASSED
floral wet foam,3600,$0.32,Home_Kitchen_&_Housewares,1152,PASSED
dress military uniforms,3600,$0.32,Clothing_&_Shoes,1152,PASSED
swimwear bikinis,1600,$0.72,Beauty_&_Fragrance,1152,PASSED
baby shower finger foods,1800,$0.64,Food_&_Drinks,1152,PASSED
irs publications forms,3600,$0.32,Financial_Services,1152,PASSED
windshield washer nozzle,2400,$0.48,Tools_&_Hardware,1152,PASSED
aluminum flatbeds,2400,$0.48,Vehicles_&_Transportation,1152,PASSED
farm fuel storage tanks,1000,$1.15,Home_Improvement,1150,PASSED
farm fuel tank,1000,$1.15,Home_Improvement,1150,PASSED
canon printer repair,530,$2.16,Computers_&_Computing,1144.8000000000002,PASSED
carel shoes,4400,$0.26,Clothing_&_Shoes,1144,PASSED
scofield bibles,4400,$0.26,Reference,1144,PASSED
wedding shoes ladies,4400,$0.26,Clothing_&_Shoes,1144,PASSED
winter jackets sale,4400,$0.26,Clothing_&_Shoes,1144,PASSED
breezies bras,4400,$0.26,Clothing_&_Shoes,1144,PASSED
large print novels,4400,$0.26,Books_&_Literature,1144,PASSED
dyna glo heater propane,4400,$0.26,Home_Improvement,1144,PASSED
clay chimney liner,880,$1.30,Home_Improvement,1144,PASSED
harmonic filters,720,$1.58,Electronics,1137.6,PASSED
ashley bedding set,1600,$0.71,Home_Furnishings,1136,PASSED
shredded coconut,5400,$0.21,Food_&_Drinks,1134,PASSED
goldfish fish for sale,8100,$0.14,Animals,1134,PASSED
pot belly stoves,8100,$0.14,Home_Improvement,1134,PASSED
little tikes playground,8100,$0.14,Toys,1134,PASSED
gloria jeans coffee,2900,$0.39,Food_&_Drinks,1131,PASSED
luau party supplies,2900,$0.39,Home_Furnishings,1131,PASSED
chinese furniture,2400,$0.47,Home_Furnishings,1128,PASSED
brass plates,2400,$0.47,Home_Furnishings,1128,PASSED
seismic monitor,720,$1.56,Home_Improvement,1123.2,PASSED
virtual audio cable,6600,$0.17,Computers_&_Computing,1122,PASSED
cocker spaniel dog rescue,6600,$0.17,Animals,1122,PASSED
inflatable boat with motor,6600,$0.17,Vehicles_&_Transportation,1122,PASSED
go karts tires,6600,$0.17,Vehicles_&_Transportation,1122,PASSED
buy used pool tables,6600,$0.17,Home_Improvement,1122,PASSED
model aeroplanes kits,6600,$0.17,Toys,1122,PASSED
santana music,1900,$0.59,Arts_&_Entertainment,1121,PASSED
hot tub bromine tablets,1600,$0.70,Health_&_Wellness,1120,PASSED
genie lift parts,1000,$1.12,Home_Improvement,1120,PASSED
shichon puppies,3600,$0.31,Animals,1116,PASSED
football trading cards,3600,$0.31,Arts_&_Entertainment,1116,PASSED
motorcycle ramps for truck,3600,$0.31,Home_Improvement,1116,PASSED
pocket invitations,880,$1.26,Arts_&_Entertainment,1108.8,PASSED
antique clock repairs,1600,$0.69,Home_Improvement,1104,PASSED
wood lathe tools,2400,$0.46,Tools_&_Hardware,1104,PASSED
stain removal,2400,$0.46,Home_Improvement,1104,PASSED
antique clock repair,1600,$0.69,Home_Improvement,1104,PASSED
coin red book,2400,$0.46,Reference,1104,PASSED
douglas fir lumber,1600,$0.69,Home_Improvement,1104,PASSED
andersen window screens,2900,$0.38,Home_Improvement,1102,PASSED
carburetor tecumseh,2900,$0.38,Tools_&_Hardware,1102,PASSED
cascade yarn,4400,$0.25,Home_Furnishings,1100,PASSED
faith based movies,4400,$0.25,Arts_&_Entertainment,1100,PASSED
cheapest firewood,1000,$1.10,Home_Improvement,1100,PASSED
concordance of the bible,4400,$0.25,Reference,1100,PASSED
goodwill online,110000,$0.01,Financial_Services,1100,PASSED
lindt truffles,9900,$0.11,Beauty_&_Fragrance,1089,PASSED
go kart kits,9900,$0.11,Toys,1089,PASSED
easy crochet patterns,12100,$0.09,Arts_&_Entertainment,1089,PASSED
teardrop campers for sale,9900,$0.11,Vehicles_&_Transportation,1089,PASSED
online plumbing supplies,1600,$0.68,Home_Improvement,1088,PASSED
indoor plants low light,18100,$0.06,Health_&_Wellness,1086,PASSED
caesar salad dressing,27100,$0.04,Food_&_Drinks,1084,PASSED
meat temperature chart,27100,$0.04,Health_&_Wellness,1084,PASSED
chicken shredder,27100,$0.04,Home_Furnings,1084,PASSED
meat cooking temp chart,27100,$0.04,Home_Kitchen,1084,PASSED
aluminum truck toppers,1900,$0.57,Vehicles_&_Transportation,1083,PASSED
replacement bumpers,1900,$0.57,Vehicles_&_Transportation,1083,PASSED
flange spreader,880,$1.23,Tools_&_Hardware,1082.4,PASSED
hydraulic parts,880,$1.23,Tools_&_Hardware,1082.4,PASSED
moss killer roof,3600,$0.30,Home_Improvement,1080,PASSED
christian arts gifts,3600,$0.30,Arts_&_Entertainment,1080,PASSED
exhaust hangers rubber,2400,$0.45,Tools_&_Hardware,1080,PASSED
floral spray paint,5400,$0.20,Home_Improvement,1080,PASSED
cheapest postage stamps,2400,$0.45,Financial_Services,1080,PASSED
warrior cats books,5400,$0.20,Books_&_Literature,1080,PASSED
plastisol transfers,1000,$1.08,Home_Improvement,1080,PASSED
fleetwood mobile homes,2400,$0.45,Real_Estate,1080,PASSED
tow dolly for sale,5400,$0.20,Vehicles_&_Transportation,1080,PASSED
high heels for men,2900,$0.37,Clothing_&_Shoes,1073,PASSED
unistrut catalog,1600,$0.67,Home_Improvement,1072,PASSED
window grill,4400,$0.24,Home_Improvement,1056,PASSED
maruchan ramen noodles,4400,$0.24,Food_&_Drinks,1056,PASSED
grateful dead stickers,2400,$0.44,Music,1056,PASSED
chinese hats,6600,$0.16,Clothing_&_Shoes,1056,PASSED
lightest golf bag,4400,$0.24,Sports_&_Recreation,1056,PASSED
kelley blue book used,2400,$0.44,Vehicles_&_Transportation,1056,PASSED
struts and shocks,4400,$0.24,Vehicles_&_Transportation,1056,PASSED
faucet cartridges,6600,$0.16,Home_Improvement,1056,PASSED
motorcycle vest patches,4400,$0.24,Clothing_&_Shoes,1056,PASSED
styrofoam blocks,4400,$0.24,Toys,1056,PASSED
mink coats for women,1600,$0.66,Clothing_&_Shoes,1056,PASSED
little pet shops,8100,$0.13,Animals,1053,PASSED
target bridal registry,8100,$0.13,Clothing_&_Shoes,1053,PASSED
amigurumi patterns,8100,$0.13,Arts_&_Entertainment,1053,PASSED
braids for black hair,8100,$0.13,Beauty_&_Fragrance,1053,PASSED
moulding trim,8100,$0.13,Home_Improvement,1053,PASSED
movie ned devine,8100,$0.13,Arts_&_Entertainment,1053,PASSED
national carburetor,1000,$1.05,Vehicles_&_Transportation,1050,PASSED
concord grape juice,1900,$0.55,Food_&_Drinks,1045,PASSED
vanity license plates,3600,$0.29,Vehicles_&_Transportation,1044,PASSED
exterior wood filler,3600,$0.29,Home_Improvement,1044,PASSED
used electric ranges,2900,$0.36,Home_Furnishings,1044,PASSED
snapper mower parts,3600,$0.29,Home_Improvement,1044,PASSED
antiques for sale,2900,$0.36,Home_Furnishings,1044,PASSED
knox box 3200,1600,$0.65,Home_Improvement,1040,PASSED
3d movies online,880,$1.18,Arts_&_Entertainment,1038.4,PASSED
campbells soup recipes,14800,$0.07,Food_&_Drinks,1036,PASSED
must read books,14800,$0.07,Books_&_Literature,1036,PASSED
eagle scout gifts,2400,$0.43,Business,1032,PASSED
60hp outboard motor,1300,$0.79,Vehicles_&_Transportation,1027,PASSED
drylok paint,5400,$0.19,Home_Improvement,1026,PASSED
mountain bicycle parts,5400,$0.19,Tools_&_Hardware,1026,PASSED
large vases,5400,$0.19,Home_Furnishings,1026,PASSED
wooden play kitchen,5400,$0.19,Home_Furnishings,1026,PASSED
rock climbing wall,5400,$0.19,Sports_&_Recreation,1026,PASSED
tall floor vases,5400,$0.19,Home_Furnishings,1026,PASSED
plastic canvas,5400,$0.19,Home_Furnishings,1026,PASSED
bruce hardwood flooring,1600,$0.64,Home_Improvement,1024,PASSED
fabric structures,480,$2.13,Home_Improvement,1022.4,PASSED
daily pill organizer,2900,$0.35,Health_&_Wellness,1015,PASSED
ladies golf visors,2900,$0.35,Beauty_&_Fragrance,1015,PASSED
harlequin romance novels,2900,$0.35,Books_&_Literature,1015,PASSED
outboard jet motor,1300,$0.78,Vehicles_&_Transportation,1014,PASSED
greetings cards,1300,$0.78,Arts_&_Entertainment,1014,PASSED
pastors appreciation,4400,$0.23,Business,1012,PASSED
fish cleaning tables,4400,$0.23,Home_Furnishings,1012,PASSED
heys luggage,4400,$0.23,Vehicles_&_Transportation,1012,PASSED
char broil infrared grill,4400,$0.23,Home_Improvement,1012,PASSED
vtec engine,4400,$0.23,Vehicles_&_Transportation,1012,PASSED
guy harvey shirts,4400,$0.23,Clothing_&_Shoes,1012,PASSED
underground pipe,590,$1.71,Home_Improvement,1008.9,PASSED
archtop guitar,3600,$0.28,Arts_&_Entertainment,1008,PASSED
laceleaf japanese maple,2400,$0.42,Home_Furnishings,1008,PASSED
rug hooking kits,3600,$0.28,Home_Furnishings,1008,PASSED
discount books online,2400,$0.42,Books_&_Literature,1008,PASSED
antique volkswagen,3600,$0.28,Vehicles_&_Transportation,1008,PASSED
women clergy robe,3600,$0.28,Home_Furnishings,1008,PASSED
trachycarpus fortunei,2400,$0.42,Lawn_&_Garden,1008,PASSED
leather bibles,3600,$0.28,Books_&_Literature,1008,PASSED
rustoleum clear coat,3600,$0.28,Home_Improvement,1008,PASSED
landline telephones,1900,$0.53,Home_Improvement,1007,PASSED
wood truck beds,1900,$0.53,Vehicles_&_Transportation,1007,PASSED
towel dispenser key,1900,$0.53,Home_Furnishings,1007,PASSED
pvc foam board,1900,$0.53,Home_Improvement,1007,PASSED
academic regalia doctoral,1300,$0.77,Education,1001,PASSED
ikea dining tables,33100,$0.03,Home_Furnishings,993,PASSED
jack reacher books in order,33100,$0.03,Books_&_Literature,993,PASSED
care of hydrangeas,33100,$0.03,Home_Improvement,993,PASSED
low sodium symptoms,33100,$0.03,Health_&_Wellness,993,PASSED
christmas plays for church,1600,$0.62,Arts_&_Entertainment,992,PASSED
sesame street elmo,6600,$0.15,Kids_&_Teens_Lifestyle,990,PASSED
amish friendship bread,9900,$0.10,Food_&_Drinks,990,PASSED
303 products,1000,$0.99,Home_Furnishings,990,PASSED
gingerbread men cookies,9900,$0.10,Food_&_Drinks,990,PASSED
coconut syrup,6600,$0.15,Food_&_Drinks,990,PASSED
karavan trailers,9900,$0.10,Vehicles_&_Transportation,990,PASSED
used boat price guides,9900,$0.10,Vehicles_&_Transportation,990,PASSED
mini bikes parts,6600,$0.15,Tools_&_Hardware,990,PASSED
7 up pound cake,9900,$0.10,Food_&_Drinks,990,PASSED
eyeglasses parts,9900,$0.10,Home_Improvement,990,PASSED
used boat prices,9900,$0.10,Vehicles_&_Transportation,990,PASSED
relays electrical,1900,$0.52,Electronics,988,PASSED
ribbon bulk,1300,$0.76,Home_Kitchen,988,PASSED
ariens parts,1900,$0.52,Home_Improvement,988,PASSED
bikini briefs mens,2900,$0.34,Clothing_&_Shoes,986,PASSED
electric camper jacks,2900,$0.34,Vehicles_&_Transportation,986,PASSED
spray tan booth,2900,$0.34,Beauty_&_Fragrance,986,PASSED
echo trimmer heads,2900,$0.34,Home_Improvement,986,PASSED
ribbon racks,2400,$0.41,Home_Furnishings,984,PASSED
replacements dinnerware,2400,$0.41,Home_Furnishings,984,PASSED
clearance washing machines,2400,$0.41,Home_Furnishings,984,PASSED
wells cargo trailers,2400,$0.41,Vehicles_&_Transportation,984,PASSED
italian cookware,1000,$0.98,Kitchen_&_Housewares,980,PASSED
alka seltzer plus cold,1600,$0.61,Health_&_Wellness,976,PASSED
acurite sensor,1600,$0.61,Home_Improvement,976,PASSED
used playground,1300,$0.75,Kids_&_Teens_Lifestyle,975,PASSED
topsoil for sale,1300,$0.75,Lawn_&_Garden,975,PASSED
hybrid car batteries,1300,$0.75,Vehicles_&_Transportation,975,PASSED
wholesale gift wrap,720,$1.35,Home_Kitchen,972,PASSED
tek gear apparel,3600,$0.27,Clothing_&_Shoes,972,PASSED
goodwill furniture,5400,$0.18,Home_Furnishings,972,PASSED
saxophones for sale,5400,$0.18,Home_Furnishings,972,PASSED
foods low in phosphorus,5400,$0.18,Health_&_Wellness,972,PASSED
red heart super saver yarn,5400,$0.18,Home_Furnishings,972,PASSED
animal crochet patterns,5400,$0.18,Arts_&_Entertainment,972,PASSED
book new releases,5400,$0.18,Books_&_Literature,972,PASSED
japanese prints,1900,$0.51,Arts_&_Entertainment,969,PASSED
delta kitchen faucet parts,4400,$0.22,Home_Furnishings,968,PASSED
concrete pump for sale,4400,$0.22,Construction_&_Heavily_Equipment_Tools,968,PASSED
cement blocks,12100,$0.08,Home_Improvement,968,PASSED
aircraft kits,4400,$0.22,Tools_&_Hardware,968,PASSED
unique shower curtains,4400,$0.22,Home_Furnishings,968,PASSED
wood furniture repair,1300,$0.74,Home_Improvement,962,PASSED
eljer toilets parts,2400,$0.40,Home_Furnishings,960,PASSED
gerber toilets parts,2400,$0.40,Home_Improvement,960,PASSED
eljer parts toilet,2400,$0.40,Home_Improvement,960,PASSED
vacuum cleaner parts,2400,$0.40,Home_Improvement,960,PASSED
wholesale fishing tackle,1600,$0.60,Tools_&_Hardware,960,PASSED
discount pools direct,1000,$0.96,Home_Improvement,960,PASSED
emerald zoysia grass,880,$1.09,Lawn_&_Garden,959.2,PASSED
mobil 1 synthetic oil,2900,$0.33,Vehicles_&_Transportation,957,PASSED
cub cadet tractor,2900,$0.33,Home_Improvement,957,PASSED
interlock kit,2900,$0.33,Tools_&_Hardware,957,PASSED
wedding ceremony music,880,$1.08,Arts_&_Entertainment,950.4,PASSED
drama korean movies,1900,$0.50,Arts_&_Entertainment,950,PASSED
hallmark greeting card,1900,$0.50,Arts_&_Entertainment,950,PASSED
hallmark greeting cards,1900,$0.50,Arts_&_Entertainment,950,PASSED
fowlers furniture,1300,$0.73,Home_Furnishings,949,PASSED
christmas readings,1000,$0.94,Books_&_Literature,940,PASSED
hydraulic valves,2400,$0.39,Tools_&_Hardware,936,PASSED
golf cart steering wheels,2400,$0.39,Vehicles_&_Transportation,936,PASSED
mastectomy swimwear,3600,$0.26,Health_&_Wellness,936,PASSED
riding mower tires,3600,$0.26,Tools_&_Hardware,936,PASSED
suitcase wheels,3600,$0.26,Vehicles_&_Transportation,936,PASSED
outdoor wood sheds,2400,$0.39,Home_Improvement,936,PASSED
michelin motorcycle tires,3600,$0.26,Vehicles_&_Transportation,936,PASSED
terex parts,880,$1.06,Tools_&_Hardware,932.8,PASSED
ididit steering column,2900,$0.32,Vehicles_&_Transportation,928,PASSED
latin dancing dresses,1600,$0.58,Clothing_&_Shoes,928,PASSED
leather & vinyl repair kit,1600,$0.58,Tools_&_Hardware,928,PASSED
case new holland parts,2900,$0.32,Home_Improvement,928,PASSED
used tires and rims,2900,$0.32,Vehicles_&_Transportation,928,PASSED
pageant crowns,2900,$0.32,Beauty_&_Fragrance,928,PASSED
fuel tank sealer,2900,$0.32,Home_Improvement,928,PASSED
pressure washer detergent,2900,$0.32,Home_Furnishings,928,PASSED
ice cream mix,4400,$0.21,Food_&_Drinks,924,PASSED
glasspack mufflers,6600,$0.14,Vehicles_&_Transportation,924,PASSED
derksen portable buildings,4400,$0.21,Home_Improvement,924,PASSED
accordions hohner,6600,$0.14,Music_&_Art,924,PASSED
summit tires,4400,$0.21,Vehicles_&_Transportation,924,PASSED
ice cream mixes,4400,$0.21,Food_&_Drinks,924,PASSED
miniature basset hounds,4400,$0.21,Animals,924,PASSED
wooden nickels,1300,$0.71,Home_Furnishings,923,PASSED
porch posts,5400,$0.17,Home_Improvement,918,PASSED
infinity speakers,5400,$0.17,Electronics,918,PASSED
lews fishing reels,5400,$0.17,Home_Improvement,918,PASSED
hydraulic hose crimper,5400,$0.17,Tools_&_Hardware,918,PASSED
hydraulic automotive lifts,5400,$0.17,Vehicles_&_Transportation,918,PASSED
american literature,5400,$0.17,Books_&_Literature,918,PASSED
chicago marathon apparel,880,$1.04,Clothing_&_Shoes,915.2,PASSED
floppy disk reader,1900,$0.48,Electronics,912,PASSED
aluminum pole,1900,$0.48,Home_Improvement,912,PASSED
cards and envelopes blank,1900,$0.48,Office_Products,912,PASSED
replacement control arm,1900,$0.48,Vehicles_&_Transportation,912,PASSED
citizen watch bands,2400,$0.38,Jewelry_&_Watches,912,PASSED
